"MonitoringLocationIdentifier","UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","IR_MLNAME","ASSESS_ID","AU_NAME","AU_Type","Water_Type","R317Descrp","ss_R317Descrp","BEN_CLASS","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
"USGS-10132500",125,"USGS-UT","USGS Utah Water Science Center","NWIS","LOST CREEK NEAR CROYDEN, UTAH","Stream",NA,"ACCEPT","Automatically accepted","USGS-10132500","LOST CREEK NEAR CROYDEN, UTAH","UT16020101-001_00","Lost Creek1-Croyden","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.1763328,-111.406309,41.1763328,-111.406309,16020101,123,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5820,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10133600",126,"USGS-UT","USGS Utah Water Science Center","NWIS","MCLEOD CREEK NEAR PARK CITY, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10133600","MCLEOD CREEK NEAR PARK CITY, UT","UT16020102-027_00","Kimball Creek","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.6874495,-111.533532,40.6874495,-111.533532,16020102,8.78,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",6590,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10133980",127,"USGS-UT","USGS Utah Water Science Center","NWIS","EAST CANYON CREEK AB EAST CYN RES NR MORGAN, UTAH","Stream",NA,"ACCEPT","Automatically accepted","USGS-10133980","EAST CANYON CREEK AB EAST CYN RES NR MORGAN, UTAH","UT16020102-026_00","East Canyon Creek-2","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.8707801,-111.5852044,40.8707801,-111.5852044,16020102,110,"sq mi",NA,NA,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5740,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10134500",128,"USGS-UT","USGS Utah Water Science Center","NWIS","EAST CANYON CREEK NEAR MORGAN, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10134500","EAST CANYON CREEK NEAR MORGAN, UT","UT16020102-024_00","East Canyon Creek-1","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.9224463,-111.6071504,40.9224463,-111.6071504,16020102,144,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5460,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10136500",129,"USGS-UT","USGS Utah Water Science Center","NWIS","WEBER RIVER AT GATEWAY, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10136500","WEBER RIVER AT GATEWAY, UT","UT16020102-002_00","Weber River-3","River/Stream","River / Stream","Weber River and tributaries, from Slaterville diversion to Stoddard diversion, except as listed below",NA,"2B,3A,4",1,1,1,0,41.1368878,-111.8324384,41.1368878,-111.8324384,16020102,1627,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",4800,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10136600",130,"USGS-UT","USGS Utah Water Science Center","NWIS","WEBER RIVER AT I-84 AT UINTAH, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10136600","WEBER RIVER AT I-84 AT UINTAH, UT","UT16020102-002_00","Weber River-3","River/Stream","River / Stream","Weber River and tributaries, from Slaterville diversion to Stoddard diversion, except as listed below",NA,"2B,3A,4",1,1,1,0,41.1370833,-111.9195556,41.1370833,-111.9195556,16020102,1630,"sq mi",NA,NA,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4510,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10137000",131,"USGS-UT","USGS Utah Water Science Center","NWIS","WEBER RIVER AT OGDEN, UTAH","Stream",NA,"ACCEPT","Automatically accepted","USGS-10137000","WEBER RIVER AT OGDEN, UTAH","UT16020102-002_00","Weber River-3","River/Stream","River / Stream","Weber River and tributaries, from Slaterville diversion to Stoddard diversion, except as listed below",NA,"2B,3A,4",1,1,1,0,41.2277223,-111.988275,41.2277223,-111.988275,16020102,1670,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",NA,NA,NA,NA,NA,NA,"US",49,57,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10137500",132,"USGS-UT","USGS Utah Water Science Center","NWIS","SOUTH FORK OGDEN RIVER NEAR HUNTSVILLE, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10137500","SOUTH FORK OGDEN RIVER NEAR HUNTSVILLE, UT","UT16020102-010_00","South Fork Ogden River-1","River/Stream","River / Stream","All tributaries to Pineview Reservoir",NA,"1C,2B,3A,4",1,1,1,0,41.2685523,-111.6741004,41.2685523,-111.6741004,16020102,137,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5190,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,57,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10140100",133,"USGS-UT","USGS Utah Water Science Center","NWIS","OGDEN RIVER BL PINEVIEW RES NR HUNTSVILLE, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10140100","OGDEN RIVER BL PINEVIEW RES NR HUNTSVILLE, UT","UT16020102-005_00","Ogden River-1","River/Stream","River / Stream","Ogden River and tributaries, From confluence with Weber River To Pineview Dam, except as listed Below",NA,"2A,3A,4",1,1,1,0,41.254387,-111.8557727,41.254387,-111.8557727,16020102,323,"sq mi",NA,NA,24000,5,"seconds","Interpolated from MAP.","WGS84",4760,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,57,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10140700",134,"USGS-UT","USGS Utah Water Science Center","NWIS","OGDEN RIVER NR GIBSON AVENUE AT OGDEN, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10140700","OGDEN RIVER NR GIBSON AVENUE AT OGDEN, UT","UT16020102-005_00","Ogden River-1","River/Stream","River / Stream","Ogden River and tributaries, From confluence with Weber River To Pineview Dam, except as listed Below",NA,"2A,3A,4",1,1,1,0,41.2318194,-111.9844972,41.2318194,-111.9844972,16020102,333,"sq mi",NA,NA,24000,0.5,"seconds","Interpolated from MAP.","WGS84",4285,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",49,57,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10141000",135,"USGS-UT","USGS Utah Water Science Center","NWIS","WEBER RIVER NEAR PLAIN CITY, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10141000","WEBER RIVER NEAR PLAIN CITY, UT","UT16020102-001_00","Weber River-1","River/Stream","River / Stream","Weber River, from Great Salt Lake to Slaterville diversion, except as listed below:",NA,"2B,3C,3D,4",1,1,1,0,41.2782765,-112.0918866,41.2782765,-112.0918866,16020102,2081,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",4207.1,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,57,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10142000",136,"USGS-UT","USGS Utah Water Science Center","NWIS","FARMINGTON CR ABV DIV NR FARMINGTON, UTAH","Stream",NA,"ACCEPT","Automatically accepted","USGS-10142000","FARMINGTON CR ABV DIV NR FARMINGTON, UTAH","UT16020102-038_00","Farmington Creek-2","River/Stream","River / Stream","Farmington Creek and tributaries, from U.S. National Forest boundary to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.0013332,-111.8732724,41.0013332,-111.8732724,16020102,10,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5100,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10145400",137,"USGS-UT","USGS Utah Water Science Center","NWIS","SALT CRK BL NEPHI POWERPLANT DIV NR NEPHI, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10145400","SALT CRK BL NEPHI POWERPLANT DIV NR NEPHI, UT","UT16020201-004_00","Salt Creek-1","River/Stream","River / Stream","Salt Creek, from Nephi diversion to headwaters",NA,"2B,3A,4",1,1,1,0,39.7171797,-111.7335396,39.7171797,-111.7335396,16020201,81,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",5750,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10146000",138,"USGS-UT","USGS Utah Water Science Center","NWIS","SALT CREEK AT NEPHI, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10146000","SALT CREEK AT NEPHI, UT","UT16020201-004_00","Salt Creek-1","River/Stream","River / Stream","Salt Creek, from Nephi diversion to headwaters",NA,"2B,3A,4",1,1,1,0,39.7130119,-111.8043759,39.7130119,-111.8043759,16020201,95.6,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5280,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10146400",139,"USGS-UT","USGS Utah Water Science Center","NWIS","CURRANT CREEK NEAR MONA, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10146400","CURRANT CREEK NEAR MONA, UT","UT16020201-014_00","Currant Creek-Juab Valley","River/Stream","River / Stream","Currant Creek, from Mona Reservoir to headwaters",NA,"2B,3A,4",1,1,1,0,39.8024544,-111.8629909,39.8024544,-111.8629909,16020201,225,"sq mi",NA,NA,24000,5,"seconds","Interpolated from MAP.","WGS84",4890,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10147100",140,"USGS-UT","USGS Utah Water Science Center","NWIS","SUMMIT CREEK ABV SUMMIT CR CANAL NR SANTAQUIN UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10147100","SUMMIT CREEK ABV SUMMIT CR CANAL NR SANTAQUIN UT","UT16020201-007_00","Summit Creek-Santaquin","River/Stream","River / Stream","Summit Creek and tributaries (above Santaquin), from U.S. National Forest boundary to headwaters",NA,"2B,3A,4",1,1,1,0,39.9444722,-111.7748889,39.9444722,-111.7748889,16020201,18,"sq mi",NA,NA,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5370,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10149000",141,"USGS-UT","USGS Utah Water Science Center","NWIS","SIXTH WATER CRK AB SYAR TUN NR SPRINGVILLE, UT","Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT16020202-009_00","Sixth Water Creek","River/Stream","River / Stream","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,1,40.1180121,-111.3146215,NA,NA,16020202,15,"sq mi",NA,NA,240000,1,"seconds","Interpolated from MAP.","WGS84",6320,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10149400",142,"USGS-UT","USGS Utah Water Science Center","NWIS","DIAMOND FORK ABV RED HOLLOW NR THISTLE, UT","Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT16020202-006_00","Diamond Fork-1","River/Stream","River / Stream","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,1,40.0763454,-111.383237,NA,NA,16020202,97,"sq mi",NA,NA,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5390,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10150500",143,"USGS-UT","USGS Utah Water Science Center","NWIS","SPANISH FORK AT CASTILLA, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10150500","SPANISH FORK AT CASTILLA, UT","UT16020202-002_00","Spanish Fork River-2","River/Stream","River / Stream","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.0496781,-111.5479705,40.0496781,-111.5479705,16020202,652,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",4870,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10153100",144,"USGS-UT","USGS Utah Water Science Center","NWIS","HOBBLE CREEK AT 1650 WEST AT SPRINGVILLE, UTAH","Stream",NA,"ACCEPT","Automatically accepted","USGS-10153100","HOBBLE CREEK AT 1650 WEST AT SPRINGVILLE, UTAH","UT16020202-003_00","Hobble Creek-1","River/Stream","River / Stream","Hobble Creek and tributaries, from Utah Lake to headwaters",NA,"2B,3A,4",1,1,1,0,40.1788719,-111.639338,40.1788719,-111.639338,16020202,115,"sq mi",NA,NA,NA,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4501,"feet",5,"feet","Interpolated from topographic map.","NAVD88","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10154200",145,"USGS-UT","USGS Utah Water Science Center","NWIS","PROVO RIVER NEAR WOODLAND, UT","Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT16020203-006_00","Provo River-6","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,1,40.5577278,-111.1687838,NA,NA,16020203,162,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",6950,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10155000",146,"USGS-UT","USGS Utah Water Science Center","NWIS","PROVO RIVER NEAR HAILSTONE, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10155000","PROVO RIVER NEAR HAILSTONE, UT","UT16020203-005_00","Provo River-5","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.6007856,-111.331572,40.6007856,-111.331572,16020203,230,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",6220,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10155200",147,"USGS-UT","USGS Utah Water Science Center","NWIS","PROVO RIV AT RIV ROAD BRIDGE NR HEBER CITY, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10155200","PROVO RIV AT RIV ROAD BRIDGE NR HEBER CITY, UT","UT16020203-004_00","Provo River-4","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.5543981,-111.4332426,40.5543981,-111.4332426,16020203,270,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",5710,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10155500",148,"USGS-UT","USGS Utah Water Science Center","NWIS","PROVO RIVER NEAR CHARLESTON, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10155500","PROVO RIVER NEAR CHARLESTON, UT","UT16020203-004_00","Provo River-4","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.4841221,-111.4635198,40.4841221,-111.4635198,16020203,359,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",5460,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10156000",149,"USGS-UT","USGS Utah Water Science Center","NWIS","SNAKE CREEK NEAR CHARLESTON, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10156000","SNAKE CREEK NEAR CHARLESTON, UT","UT16020203-014_00","Snake Creek-1","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.4852332,-111.4671312,40.4852332,-111.4671312,16020203,31.8,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",5435,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10157500",150,"USGS-UT","USGS Utah Water Science Center","NWIS","DANIELS CREEK AT CHARLESTON, UT","Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT16020203-011_00","Daniels Creek-1","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,1,40.4607891,-111.472687,NA,NA,16020203,50.1,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",5420,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10163000",151,"USGS-UT","USGS Utah Water Science Center","NWIS","PROVO RIVER AT PROVO, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10163000","PROVO RIVER AT PROVO, UT","UT16020203-001_00","Provo River-1","River/Stream","River / Stream","Provo River and tributaries, from Utah Lake to Murdock diversion",NA,"2B,3A,4",1,1,1,0,40.2377318,-111.69937,40.2377318,-111.69937,16020203,673,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",4510,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10164500",152,"USGS-UT","USGS Utah Water Science Center","NWIS","AMERICAN FK AB UPPER POWERPLANT NR AMERICAN FK, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10164500","AMERICAN FK AB UPPER POWERPLANT NR AMERICAN FK, UT","UT16020201-001_00","American Fork River-1","River/Stream","River / Stream","American Fork Creek and tributaries, from diversion at mouth of American Fork Canyon to headwaters",NA,"2B,3A,4",1,1,1,0,40.4477297,-111.6821472,40.4477297,-111.6821472,16020201,51.1,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5950,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10166430",153,"USGS-UT","USGS Utah Water Science Center","NWIS","WEST CANYON CREEK NEAR CEDAR FORT, UT","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All other permanent streams entering Utah Lake",NA,"2B,3B,4",NA,NA,NA,NA,40.4052257,-112.1004959,NA,NA,16020201,26.8,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",5620,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10167170",154,"USGS-UT","USGS Utah Water Science Center","NWIS","BUTTERFIELD CREEK NEAR LARK, UTAH","Stream",NA,"ACCEPT","Automatically accepted","USGS-10167170","BUTTERFIELD CREEK NEAR LARK, UTAH","UT16020204-024_00","Butterfield Creek","River/Stream","River / Stream","All permanent streams on east slope of Oquirrh Mountains (Coon, Barney's, Bingham, Butterfield, and Rose Creeks)",NA,"2B,3D,4",1,1,1,0,40.5077778,-112.1075,40.5077778,-112.1075,16020204,8,"sq mi",NA,NA,24000,5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5690,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10168000",155,"USGS-UT","USGS Utah Water Science Center","NWIS","LITTLE COTTONWOOD CREEK @ JORDAN RIVER NR SLC","Stream",NA,"ACCEPT","Automatically accepted","USGS-10168000","LITTLE COTTONWOOD CREEK @ JORDAN RIVER NR SLC","UT16020204-021_00","Little Cottonwood Creek-1","River/Stream","River / Stream","Little Cottonwood Creek and tributaries, from confluence with Jordan River to Metropolitan Water Treatment Plant",NA,"2B,3A,4",1,1,1,0,40.6643056,-111.898861,40.6643056,-111.898861,16020204,46,"sq mi",NA,NA,NA,1,"seconds","Interpolated from Digital MAP.","WGS84",4255,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10170500",156,"USGS-UT","USGS Utah Water Science Center","NWIS","SURPLUS CANAL @ SALT LAKE CITY, UT","Stream: Canal",NA,"ACCEPT","Automatically accepted","USGS-10170500","SURPLUS CANAL @ SALT LAKE CITY, UT","UT16020204-032_00","Surplus Canal","Canal","Canal","Surplus Canal from Great Salt Lake to the diversion from the Jordan River","Surplus Canal from Great Salt Lake wetlands to diversion from Jordan River","2B,3B,3D,4",1,1,1,0,40.7293333,-111.9295,40.7293333,-111.9295,16020204,NA,NA,NA,NA,NA,5,"seconds","Interpolated from Digital MAP.","WGS84",4223.93,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10171000",157,"USGS-UT","USGS Utah Water Science Center","NWIS","JORDAN RIVER @ 1700 SOUTH @ SALT LAKE CITY, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10171000","JORDAN RIVER @ 1700 SOUTH @ SALT LAKE CITY, UT","UT16020204-003_00","Jordan River-3","River/Stream","River / Stream","Jordan River, from North Temple Street in Salt Lake City to confluence with Little Cottonwood Creek","Jordan River, from North Temple Street in Salt Lake City to confluence with Little Cottonwood Creek","2B,3B,4",1,1,1,0,40.7335574,-111.9232703,40.7335574,-111.9232703,16020204,3438,"sq mi",3183,"sq mi",NA,5,"seconds","Interpolated from MAP.","WGS84",4220.08,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10172200",158,"USGS-UT","USGS Utah Water Science Center","NWIS","RED BUTTE CREEK AT FORT DOUGLAS, NEAR SLC, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-10172200","RED BUTTE CREEK AT FORT DOUGLAS, NEAR SLC, UT","UT16020204-011_00","Red Butte Creek Upper","River/Stream","River / Stream","Red Butte Creek and tributaries, from Red Butte Reservoir to headwaters",NA,"1C,2B,3A",1,1,1,0,40.7799463,-111.806045,40.7799463,-111.806045,16020204,7.25,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",5400,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-10172630",159,"USGS-UT","USGS Utah Water Science Center","NWIS","GOGGIN DRAIN NEAR MAGNA UTAH","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.8166111,-112.1007767,NA,NA,16020204,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",4204,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
